Name,Module_Name,Manufacturer,Technology,Bifacial,STC_Wp,PTC_Wp,Area_m2,Efficiency,Length_m,Width_m,Num_Cells,I_sc,V_oc,I_mp,V_mp,T_NOCT_C,Temp_Coeff
,Vietnam Sunergy Joint Stock Company VSUN445-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,445.372,415.6,2.19,0.2034,,,72,11.42,49.8,10.81,41.2,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN445-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,445.372,415.6,2.19,0.2034,,,72,11.42,49.8,10.81,41.2,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN445-144MH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,445.372,413.2,2.19,0.2034,,,72,11.42,49.8,10.81,41.2,45,-0.373
,Vietnam Sunergy Joint Stock Company VSUN445-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,445.372,413.2,2.19,0.2034,,,72,11.42,49.8,10.81,41.2,45,-0.373
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S445YI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,1,445.26,413.9,2.19,0.2033,,,72,11.44,49.2,10.86,41,45.7,-0.352
,United Renewable Energy Co. Ltd. FAK445C8G,United Renewable Energy Co. Ltd.,Mono-crystalline,1,445.26,413.9,2.19,0.2033,,,144,11.44,49.2,10.86,41,45.7,-0.352
,Vietnam Sunergy Joint Stock Company VSUN445-144BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,445.26,413.9,2.19,0.2033,,,72,11.44,49.2,10.86,41,45.7,-0.352
,La Solar LLC LS445BL,La Solar LLC,Mono-crystalline,0,444.72,416.3,2.19,0.2031,,,72,11.46,49.4,10.9,40.8,44.1,-0.352
,La Solar LLC LS440BL,La Solar LLC,Mono-crystalline,0,440.374,411.5,2.19,0.2011,,,72,11.39,49.2,10.82,40.7,44.1,-0.352
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S440XI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,440.34,408.4,2.19,0.2011,,,72,11.34,49.6,10.74,41,45,-0.373
,United Renewable Energy Co. Ltd. FAK440E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,440.34,408.4,2.19,0.2011,,,72,11.34,49.6,10.74,41,45,-0.373
,United Renewable Energy Co. Ltd. FAK440E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,440.34,408.4,2.19,0.2011,,,72,11.34,49.6,10.74,41,45,-0.373
,United Renewable Energy Co. Ltd. FAM440E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,440.34,410.8,2.19,0.2011,,,72,11.34,49.6,10.74,41,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM440E8G-BB,United Renewable Energy Co. Ltd.,Mono-crystalline,0,440.34,410.8,2.19,0.2011,,,72,11.34,49.6,10.74,41,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM440E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,440.34,410.8,2.19,0.2011,,,72,11.34,49.6,10.74,41,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN440-144M,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,440.34,410.8,2.19,0.2011,,,72,11.34,49.6,10.74,41,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN440-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,440.34,410.8,2.19,0.2011,,,72,11.34,49.6,10.74,41,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN440-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,440.34,410.8,2.19,0.2011,,,72,11.34,49.6,10.74,41,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN440-144MH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,440.34,408.4,2.19,0.2011,,,72,11.34,49.6,10.74,41,45,-0.373
,Vietnam Sunergy Joint Stock Company VSUN440-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,440.34,408.4,2.19,0.2011,,,72,11.34,49.6,10.74,41,45,-0.373
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S440YI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,1,440.232,409.1,2.19,0.201,,,72,11.36,49,10.79,40.8,45.7,-0.352
,United Renewable Energy Co. Ltd. FAK440C8G,United Renewable Energy Co. Ltd.,Mono-crystalline,1,440.232,409.1,2.19,0.201,,,144,11.36,49,10.79,40.8,45.7,-0.352
,Vietnam Sunergy Joint Stock Company VSUN440-144BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,440.232,409.1,2.19,0.201,,,72,11.36,49,10.79,40.8,45.7,-0.352
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S435XI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,435.336,403.6,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45,-0.373
,United Renewable Energy Co. Ltd. FAK435E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,435.336,403.6,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45,-0.373
,United Renewable Energy Co. Ltd. FAK435E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,435.336,403.6,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45,-0.373
,United Renewable Energy Co. Ltd. FAM435E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,435.336,406,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM435E8G-BB,United Renewable Energy Co. Ltd.,Mono-crystalline,0,435.336,406,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM435E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,435.336,406,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN435-144M,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,435.336,406,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN435-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,435.336,406,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN435-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,435.336,406,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN435-144MH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,435.336,403.6,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45,-0.373
,Vietnam Sunergy Joint Stock Company VSUN435-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,435.336,403.6,2.19,0.1988,,,72,11.26,49.4,10.67,40.8,45,-0.373
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S435YI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,1,435.232,404.3,2.19,0.1987,,,72,11.28,48.8,10.72,40.6,45.7,-0.352
,United Renewable Energy Co. Ltd. FAK435C8G,United Renewable Energy Co. Ltd.,Mono-crystalline,1,435.232,404.3,2.19,0.1987,,,144,11.28,48.8,10.72,40.6,45.7,-0.352
,Vietnam Sunergy Joint Stock Company VSUN435-144BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,435.232,404.3,2.19,0.1987,,,72,11.28,48.8,10.72,40.6,45.7,-0.352
,La Solar LLC LS435BL,La Solar LLC,Mono-crystalline,0,434.97,406.7,2.19,0.1986,,,72,11.31,49,10.74,40.5,44.1,-0.352
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S430XI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,430.36,398.9,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45,-0.373
,United Renewable Energy Co. Ltd. FAK430E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,430.36,398.9,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45,-0.373
,United Renewable Energy Co. Ltd. FAK430E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,430.36,398.9,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45,-0.373
,United Renewable Energy Co. Ltd. FAM430E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,430.36,401.2,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM430E8G-BB,United Renewable Energy Co. Ltd.,Mono-crystalline,0,430.36,401.2,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM430E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,430.36,401.2,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN430-144M,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,430.36,401.2,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN430-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,430.36,401.2,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN430-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,430.36,401.2,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN430-144MH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,430.36,398.9,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45,-0.373
,Vietnam Sunergy Joint Stock Company VSUN430-144MH-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,430.36,398.9,2.19,0.1965,,,72,11.19,49.2,10.6,40.6,45,-0.373
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiG-S430YI,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,1,430.26,399.5,2.19,0.1965,,,72,11.2,48.6,10.65,40.4,45.7,-0.352
,United Renewable Energy Co. Ltd. FAK430C8G,United Renewable Energy Co. Ltd.,Mono-crystalline,1,430.26,399.5,2.19,0.1965,,,144,11.2,48.6,10.65,40.4,45.7,-0.352
,Vietnam Sunergy Joint Stock Company VSUN430-144BMH,Vietnam Sunergy Joint Stock Company,Mono-crystalline,1,430.26,399.5,2.19,0.1965,,,72,11.2,48.6,10.65,40.4,45.7,-0.352
,La Solar LLC LS430BL,La Solar LLC,Mono-crystalline,0,429.598,401.9,2.19,0.1962,,,72,11.24,48.8,10.66,40.3,44.1,-0.352
,United Renewable Energy Co. Ltd. FAM425E8G,United Renewable Energy Co. Ltd.,Mono-crystalline,0,425.008,396.4,2.19,0.1941,,,72,11.11,49,10.52,40.4,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM425E8G-BB,United Renewable Energy Co. Ltd.,Mono-crystalline,0,425.008,396.4,2.19,0.1941,,,72,11.11,49,10.52,40.4,45.7,-0.333
,United Renewable Energy Co. Ltd. FAM425E8G-BW,United Renewable Energy Co. Ltd.,Mono-crystalline,0,425.008,396.4,2.19,0.1941,,,72,11.11,49,10.52,40.4,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN425-144M,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,425.008,396.4,2.19,0.1941,,,72,11.11,49,10.52,40.4,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN425-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,425.008,396.4,2.19,0.1941,,,72,11.11,49,10.52,40.4,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN425-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,425.008,396.4,2.19,0.1941,,,72,11.11,49,10.52,40.4,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN420-144M,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,420.395,391.6,2.19,0.192,,,72,10.73,49.8,10.13,41.5,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN420-144M-BB,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,420.395,391.6,2.19,0.192,,,72,10.73,49.8,10.13,41.5,45.7,-0.333
,Vietnam Sunergy Joint Stock Company VSUN420-144M-BW,Vietnam Sunergy Joint Stock Company,Mono-crystalline,0,420.395,391.6,2.19,0.192,,,72,10.73,49.8,10.13,41.5,45.7,-0.333
,PT IDN SOLAR TECH NUSA144H-455MB,PT IDN SOLAR TECH,Mono-crystalline,0,454.784,425.5,2.18,0.2086,,,72,11.41,50.4,10.88,41.8,43.2,-0.375
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S450VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,450.9,409.2,2.18,0.2068,,,78,10.51,53.8,10.02,45,46.9,-0.434
,Mission Solar Energy LLC TXI6-450144BW,Mission Solar Energy LLC,Mono-crystalline,0,450.112,420.7,2.18,0.2065,,,72,11.36,50.3,10.82,41.6,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-450M,PT IDN SOLAR TECH,Mono-crystalline,0,450.112,420.7,2.18,0.2065,,,72,11.36,50.3,10.82,41.6,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-450MB,PT IDN SOLAR TECH,Mono-crystalline,0,450.112,420.7,2.18,0.2065,,,72,11.6,50.3,10.82,41.6,43.2,-0.375
,Wuxi Suntech Power Co. Ltd STP450S-B72/Vnh,Wuxi Suntech Power Co. Ltd,Mono-crystalline,0,450.112,420.7,2.18,0.2065,,,72,11.36,50.3,10.82,41.6,43.2,-0.375
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S445VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,445.659,404.5,2.18,0.2044,,,78,10.46,53.5,9.97,44.7,46.9,-0.434
,Mission Solar Energy LLC TXI6-445144BW,Mission Solar Energy LLC,Mono-crystalline,0,445.05,415.9,2.18,0.2042,,,72,11.29,50.1,10.75,41.4,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-445M,PT IDN SOLAR TECH,Mono-crystalline,0,445.05,415.9,2.18,0.2042,,,72,11.29,50.1,10.75,41.4,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-445MB,PT IDN SOLAR TECH,Mono-crystalline,0,445.05,415.9,2.18,0.2042,,,72,11.29,50.1,10.75,41.4,43.2,-0.375
,Wuxi Suntech Power Co. Ltd STP445S-B72/Vnh,Wuxi Suntech Power Co. Ltd,Mono-crystalline,0,445.05,415.9,2.18,0.2042,,,72,11.29,50.1,10.75,41.4,43.2,-0.375
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S440VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,440.448,399.8,2.18,0.202,,,78,10.41,53.2,9.92,44.4,46.9,-0.434
,Mission Solar Energy LLC TXI6-440144BB,Mission Solar Energy LLC,Mono-crystalline,0,440.016,411.1,2.18,0.2018,,,72,11.23,49.9,10.68,41.2,43.2,-0.375
,Mission Solar Energy LLC TXI6-440144BW,Mission Solar Energy LLC,Mono-crystalline,0,440.016,411.1,2.18,0.2018,,,72,11.23,49.9,10.68,41.2,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-440M,PT IDN SOLAR TECH,Mono-crystalline,0,440.016,411.1,2.18,0.2018,,,72,11.23,49.9,10.68,41.2,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-440MB,PT IDN SOLAR TECH,Mono-crystalline,0,440.016,411.1,2.18,0.2018,,,72,11.23,49.9,10.68,41.2,43.2,-0.375
,Wuxi Suntech Power Co. Ltd STP440S-B72/Vnh,Wuxi Suntech Power Co. Ltd,Mono-crystalline,0,440.016,411.1,2.18,0.2018,,,72,11.23,49.9,10.68,41.2,43.2,-0.375
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S435VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,435.267,395.1,2.18,0.1997,,,78,10.36,52.9,9.87,44.1,46.9,-0.434
,LONGi Green Energy Technology Co. Ltd. LR4-72HIBD-435M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,1,435.114,410,2.18,0.1996,,,72,11.16,49.8,10.51,41.4,43.1,-0.329
,Mission Solar Energy LLC TXI6-435144BB,Mission Solar Energy LLC,Mono-crystalline,0,435.01,406.3,2.18,0.1995,,,72,11.16,49.7,10.61,41,43.2,-0.375
,Mission Solar Energy LLC TXI6-435144BW,Mission Solar Energy LLC,Mono-crystalline,0,435.01,406.3,2.18,0.1995,,,72,11.16,49.7,10.61,41,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-435M,PT IDN SOLAR TECH,Mono-crystalline,0,435.01,406.3,2.18,0.1995,,,72,11.16,49.7,10.61,41,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-435MB,PT IDN SOLAR TECH,Mono-crystalline,0,435.01,406.3,2.18,0.1995,,,72,11.16,49.7,10.61,41,43.2,-0.375
,Wuxi Suntech Power Co. Ltd STP435S-B72/Vnh,Wuxi Suntech Power Co. Ltd,Mono-crystalline,0,435.01,406.3,2.18,0.1995,,,72,11.16,49.7,10.61,41,43.2,-0.375
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S430VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,430.554,390.4,2.18,0.1975,,,78,10.32,52.6,9.83,43.8,46.9,-0.434
,Mission Solar Energy LLC TXI6-430144BB,Mission Solar Energy LLC,Mono-crystalline,0,430.44,401.5,2.18,0.1974,,,72,11.09,49.5,10.55,40.8,43.2,-0.375
,Mission Solar Energy LLC TXI6-430144BW,Mission Solar Energy LLC,Mono-crystalline,0,430.44,401.5,2.18,0.1974,,,72,11.09,49.5,10.55,40.8,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-430M,PT IDN SOLAR TECH,Mono-crystalline,0,430.44,401.5,2.18,0.1974,,,72,11.09,49.5,10.55,40.8,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-430MB,PT IDN SOLAR TECH,Mono-crystalline,0,430.44,401.5,2.18,0.1974,,,72,11.09,49.5,10.55,40.8,43.2,-0.375
,Wuxi Suntech Power Co. Ltd STP430S-B72/Vnh,Wuxi Suntech Power Co. Ltd,Mono-crystalline,0,430.44,401.5,2.18,0.1974,,,72,11.09,49.5,10.55,40.8,43.2,-0.375
,LONGi Green Energy Technology Co. Ltd. LR4-72HIBD-430M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,1,430.128,405.2,2.18,0.1973,,,72,11.09,49.6,10.44,41.2,43.1,-0.329
,Mission Solar Energy LLC TXI6-425144BW,Mission Solar Energy LLC,Mono-crystalline,0,425.488,396.7,2.18,0.1952,,,72,11.03,49.3,10.48,40.6,43.2,-0.375
,PT IDN SOLAR TECH NUSA144H-425M,PT IDN SOLAR TECH,Mono-crystalline,0,425.488,396.7,2.18,0.1952,,,72,11.03,49.3,10.48,40.6,43.2,-0.375
,Wuxi Suntech Power Co. Ltd STP425S-B72/Vnh,Wuxi Suntech Power Co. Ltd,Mono-crystalline,0,425.488,396.7,2.18,0.1952,,,72,11.03,49.3,10.48,40.6,43.2,-0.375
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S425VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,425.43,385.7,2.18,0.1952,,,78,10.27,52.3,9.78,43.5,46.9,-0.434
,LONGi Green Energy Technology Co. Ltd. LR4-72HIBD-425M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,1,425.17,400.3,2.18,0.195,,,72,11.02,49.4,10.37,41,43.1,-0.329
,HYUNDAI ENERGY SOLUTIONS CO. LTD. HiS-S420VJ,HYUNDAI ENERGY SOLUTIONS CO. LTD.,Mono-crystalline,0,420.336,381,2.18,0.1928,,,78,10.22,52,9.73,43.2,46.9,-0.434
,LONGi Green Energy Technology Co. Ltd. LR4-72HIBD-420M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,1,420.24,395.5,2.18,0.1928,,,72,10.96,49.2,10.3,40.8,43.1,-0.329
,LONGi Green Energy Technology Co. Ltd. LR4-72HIBD-415M,LONGi Green Energy Technology Co. Ltd.,Mono-crystalline,1,415.338,390.7,2.18,0.1905,,,72,10.89,49,10.23,40.6,43.1,-0.329
,Philadelphia Solar PS-M132(HC)-510W,Philadelphia Solar,Mono-crystalline,0,510.352,478.4,2.17,0.2352,,,66,14.01,46.1,13.36,38.2,45,-0.343
,Philadelphia Solar PS-M132(HCBF)-510W,Philadelphia Solar,Mono-crystalline,0,510.352,475,2.17,0.2352,,,66,14.01,46.1,13.36,38.2,45.5,-0.37
,RECOM & Co Ltd. RCM-510-7BMM,RECOM & Co Ltd.,Mono-crystalline,0,510.352,475,2.17,0.2352,,,66,14.01,46.1,13.36,38.2,45.5,-0.37
,SunSpark Technology Inc. SST-M132(HCBF)-510W,SunSpark Technology Inc.,Mono-crystalline,1,510.352,475,2.17,0.2352,,,66,14.01,46.1,13.36,38.2,45.5,-0.37
,Philadelphia Solar PS-M132(HC)-505W,Philadelphia Solar,Mono-crystalline,0,505.4,473.5,2.17,0.2329,,,66,13.96,45.9,13.3,38,45,-0.343
,Philadelphia Solar PS-M132(HCBF)-505W,Philadelphia Solar,Mono-crystalline,0,505.4,470.2,2.17,0.2329,,,66,13.96,45.9,13.3,38,45.5,-0.37
,RECOM & Co Ltd. RCM-505-7BMM,RECOM & Co Ltd.,Mono-crystalline,0,505.4,470.2,2.17,0.2329,,,66,13.96,45.9,13.3,38,45.5,-0.37
,SunSpark Technology Inc. SST-M132(HCBF)-505W,SunSpark Technology Inc.,Mono-crystalline,1,505.4,470.2,2.17,0.2329,,,66,13.96,45.9,13.3,38,45.5,-0.37
,Philadelphia Solar PS-M132(HC)-500W,Philadelphia Solar,Mono-crystalline,0,500.85,468.7,2.17,0.2308,,,66,13.91,45.7,13.25,37.8,45,-0.343
,Philadelphia Solar PS-M132(HCBF)-500W,Philadelphia Solar,Mono-crystalline,0,500.85,465.4,2.17,0.2308,,,66,13.91,45.7,13.25,37.8,45.5,-0.37
,RECOM & Co Ltd. RCM-500-7BMM,RECOM & Co Ltd.,Mono-crystalline,0,500.85,465.4,2.17,0.2308,,,66,13.91,45.7,13.25,37.8,45.5,-0.37
,SunSpark Technology Inc. SST-M132(HCBF)-500W,SunSpark Technology Inc.,Mono-crystalline,1,500.85,465.4,2.17,0.2308,,,66,13.91,45.7,13.25,37.8,45.5,-0.37
,Mate Solar Co. Ltd. MS470M-72HB,Mate Solar Co. Ltd.,Mono-crystalline,0,470.257,437.8,2.17,0.2167,,,72,11.72,50.8,11.17,42.1,46.2,-0.345
,SunEvo Solar Co. Ltd. SE4-72H-470MB,SunEvo Solar Co. Ltd.,Mono-crystalline,0,470.257,437.8,2.17,0.2167,,,72,11.72,50.8,11.17,42.1,46.2,-0.345
,Sunpal Power Co. Ltd. SP470M-72HB,Sunpal Power Co. Ltd.,Mono-crystalline,0,470.257,437.8,2.17,0.2167,,,72,11.72,50.8,11.17,42.1,46.2,-0.345
,United Energy Co. Ltd UE470M-72HB,United Energy Co. Ltd,Mono-crystalline,0,470.257,437.8,2.17,0.2167,,,72,11.72,50.8,11.17,42.1,46.2,-0.345
,CSI Solar Co. Ltd. CS3W-470MS,CSI Solar Co. Ltd.,Mono-crystalline,0,470.118,443.8,2.17,0.2166,,,72,11.84,49.9,11.22,41.9,43.4,-0.324
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE72-166M-465,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,465.336,432.2,2.17,0.2144,,,72,12.18,50.3,11.24,41.4,46.8,-0.344
,Mate Solar Co. Ltd. MS465M-72HB,Mate Solar Co. Ltd.,Mono-crystalline,0,465.09,433,2.17,0.2143,,,72,11.65,50.6,11.1,41.9,46.2,-0.345
,SunEvo Solar Co. Ltd. SE4-72H-465MB,SunEvo Solar Co. Ltd.,Mono-crystalline,0,465.09,433,2.17,0.2143,,,72,11.65,50.6,11.1,41.9,46.2,-0.345
,Sunpal Power Co. Ltd. SP465M-72HB,Sunpal Power Co. Ltd.,Mono-crystalline,0,465.09,433,2.17,0.2143,,,72,11.65,50.6,11.1,41.9,46.2,-0.345
,United Energy Co. Ltd UE465M-72HB,United Energy Co. Ltd,Mono-crystalline,0,465.09,433,2.17,0.2143,,,72,11.65,50.6,11.1,41.9,46.2,-0.345
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE72-166M-460,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,460.495,427.4,2.17,0.2122,,,72,12.06,50.2,11.15,41.3,46.8,-0.344
,Bluesun Solar Co.Ltd BSM460M-72HBD,Bluesun Solar Co.Ltd,Mono-crystalline,1,460.464,426.8,2.17,0.2122,,,72,11.5,50.8,10.86,42.4,45.3,-0.377
,SunSpark Technology Inc. SG6I72M-460,SunSpark Technology Inc.,Mono-crystalline,1,460.464,426.7,2.17,0.2122,,,72,11.5,50.8,10.86,42.4,45.3,-0.377
,Suzhou Talesun Solar Technologies Co. Ltd. TD6I72M-460,Suzhou Talesun Solar Technologies Co. Ltd.,Mono-crystalline,1,460.464,426.8,2.17,0.2122,,,72,11.5,50.8,10.86,42.4,45.3,-0.377
,YOTTA ENERGY INC YSM-B460-06-72-1,YOTTA ENERGY INC,Mono-crystalline,1,460.464,426.8,2.17,0.2122,,,72,11.5,50.8,10.86,42.4,45.3,-0.377
,Mate Solar Co. Ltd. MS460M-72HB,Mate Solar Co. Ltd.,Mono-crystalline,0,459.951,428.2,2.17,0.212,,,72,11.58,50.4,11.03,41.7,46.2,-0.345
,SunEvo Solar Co. Ltd. SE4-72H-460MB,SunEvo Solar Co. Ltd.,Mono-crystalline,0,459.951,428.2,2.17,0.212,,,72,11.58,50.4,11.03,41.7,46.2,-0.345
,Sunpal Power Co. Ltd. SP460M-72HB,Sunpal Power Co. Ltd.,Mono-crystalline,0,459.951,428.2,2.17,0.212,,,72,11.58,50.4,11.03,41.7,46.2,-0.345
,United Energy Co. Ltd UE460M-72HB,United Energy Co. Ltd,Mono-crystalline,0,459.951,428.2,2.17,0.212,,,72,11.58,50.4,11.03,41.7,46.2,-0.345
,JA Solar JAM72S20-460/MR,JA Solar,Mono-crystalline,0,459.732,431.5,2.17,0.2119,,,72,11.45,50,10.92,42.1,44.6,-0.335
,Sungen Power LLC SS-460-60IIMJ,Sungen Power LLC,Mono-crystalline,0,459.708,432.9,2.17,0.2118,,,60,14.04,41.6,13.21,34.8,43.2,-0.343
,Venus Energy Limited VE-460-60IIMJ,Venus Energy Limited,Mono-crystalline,0,459.708,432.9,2.17,0.2118,,,60,14.04,41.6,13.21,34.8,43.2,-0.343
,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd FE72-166M-455,Jiangsu Xiehang New Energy Intelligent Equipment Co. Ltd,Mono-crystalline,0,455.672,422.6,2.17,0.21,,,72,11.96,50.1,11.06,41.2,46.8,-0.344
